Question,Class
How many penny-farthings are there on a Trivial Pursuit game board ?,NUM
When is President Nixon's birthday ?,NUM
How many people in the USA say their number one source of information is the newspaper ?,NUM
How many times a day should you take a prescription marked '' q.i.d . '' ?,NUM
How much pizza do Americans eat in a day ?,NUM
How fast do cheetahs run ?,NUM
How fast is a 45Mhz processor ?,NUM
What are the odds of giving birth to twins ?,NUM
How far is London UK from California ?,NUM
How many years old is Benny Carter ?,NUM
How old is Stevie Wonder ?,NUM
What was the death toll at the eruption of Mount Pinatubo ?,NUM
When will the millennium officially begin ?,NUM
What is the life span of the average monkey ?,NUM
How many member states are in the UN ?,NUM
What are the dimensions of an ice hockey goal ?,NUM
When was CNN's first broadcast ?,NUM
How long does it take sunlight to reach Earth ?,NUM
How many milliseconds in a second ?,NUM
When were camcorders introduced in Malaysia ?,NUM
What is the chance of conceiving quadruplets ?,NUM
What is the exchange rate for Australian to American money ?,NUM
How many states did Richard Nixon carry in 1972 ?,NUM
How many shillings more than 2 were there in a guinea ?,NUM
What brand number graces the black label of a bottle of Jack Daniel's ?,NUM
In what year did China and the Republic of Korea establish diplomatic relations ?,NUM
How tall is the giraffe ?,NUM
How long did it take Stanley to find Livingstone ?,NUM
How much of the nation's children between the ages of two and eleven watch ' The Simpsons ' ?,NUM
How many people died because of a smoking problem in 1997 ?,NUM
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,NUM
Shea and Gould had an office in Los Angeles for how long before closing it ?,NUM
How many URL extensions are there ? and what are they ?,NUM
How long after intercourse does it take to find out if you are pregnant ?,NUM
How many varieties of twins are there ?,NUM
How many people live in the Falklands ?,NUM
How much money was the minimum wage in 1991 ?,NUM
In what year was the first patent for the pull-tab opener on cans obtained ?,NUM
What is the regular price ?,NUM
How much of the earth's surface is permanently frozen ?,NUM
When was Queen Victoria born ?,NUM
How many people were executed for Abraham Lincoln's assassination ?,NUM
When was Yemen reunified ?,NUM
What is the federal minimum wage ?,NUM
What are the unemployment statistics for the years 1965 and 1990 ?,NUM
What is the horsepower of the shuttle boosters ?,NUM
What year did Apartheid start ?,NUM
How long was the longest hiccup attack ?,NUM
How many people live in Tokyo ?,NUM
When did humans first begin to write history seriously ?,NUM
What was the average life expectancy during the Stone Age ?,NUM
How many U.S. presidents were assassinated during Queen Victoria's reign ?,NUM
When was the first flush toilet invented ?,NUM
How many disks does each player have in a four-handed game of Crokinole ?,NUM
How old is the sun ?,NUM
What percentage of children between the ages of two and eleven watch ' The Simpsons ' ?,NUM
How many years ago did Led Zeppelin release its last album ?,NUM
How many people was Randy Craft convicted of killing ?,NUM
What season is the setting for Shakespeare's Midsummer Night's Dream ?,NUM
What is the current ticket fare from from Cairo to Barbados ?,NUM
How many cubic feet of space does a gallon of water occupy ?,NUM
How many earthworms are in a single pasture ?,NUM
What is the average hourly rate of American workers ?,NUM
In what year did they build the Berlin Wall ?,NUM
When will Jean Aeul publish her next book ?,NUM
How many meters are in a mile ?,NUM
How many milligrams are in a gram ?,NUM
How long is human gestation ?,NUM
What's the population of Mississippi ?,NUM
How old is Jeremy Piven ?,NUM
How many colored squares are there on a Rubik's Cube ?,NUM
How often are quadruplets born ?,NUM
How many presidents have died on the 4th of July ?,NUM
What season begins with the vernal equinox ?,NUM
How long were Tyrannosaurus Rex's teeth ?,NUM
What year were the Olympic Games played in where Nadia Comaneci became popular ?,NUM
The Shea & Gould law firm had an office in L.A. for how many years ?,NUM
How long does it take the typical American to eat 23 quarts of ice cream ?,NUM
What is the frequency of VHF ?,NUM
How many electoral votes does it take to win presidency ?,NUM
In what year was the movie the Ten Commandments released ?,NUM
When was the De Beers company founded ?,NUM
What is the date of Bastille Day ?,NUM
How much folic acid should an expectant mother get daily ?,NUM
How much caffeine is in a 16 oz cup of coffee ?,NUM
What is Columbia Tristar's phone number ?,NUM
When did Princess Diana and Prince Charles get married ?,NUM
How many Leos have been Pope ?,NUM
How many fiddlers did Old King Cole have ?,NUM
What is the population in India ?,NUM
How long do flies live ?,NUM
How many times a day does the typical person go to the bathroom ?,NUM
How many feet long is a baseball pitcher's rubber ?,NUM
How many times larger than life size is the Statue of Liberty ?,NUM
How long does a human live ?,NUM
How many Superbowls have the ers won ?,NUM
What's a perfect score in a gymnastics exercise ?,NUM
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,NUM
What are the highest-paying odds on a roulette table ?,NUM
In what year did the US Marine Corps adopt the motto '' Semper Fidelis '' ?,NUM
How many films did Ingmar Bergman make ?,NUM
When was the first Barbie produced ?,NUM
How many more weeks of winter are there if a ground hog sees his shadow ?,NUM
What year did nylon stockings first go on sale ?,NUM
When did the Jurassic Period end ?,NUM
What was the date of Iraq's invasion of Kuwait ?,NUM
How many different vegetation zones are there ?,NUM
When was the Bill of Rights ratified ?,NUM
What year did the first issue of '' Playboy '' come out ?,NUM
How many layers does a bottle of Yoo-Hoo settle into ?,NUM
What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,NUM
How many stations do you shoot from in the basketball game '' Around the World '' ?,NUM
What is the average age a horse lives ?,NUM
How many children does Ray Davies of the Kinks have ?,NUM
How many years did Shea & Gould practice law in Los Angeles ?,NUM
How much salt is in the oceans ?,NUM
How many stars are there in Big Dipper ?,NUM
How many wings does a flea have ?,NUM
What is the population of Mozambique ?,NUM
How long is Camptown Racetrack ?,NUM
How many people was Randy Craft convicted of murdering ?,NUM
On which date is the Ukrainians ' Christmas ?,NUM
What is the average weight for a man ?,NUM
How much is Clara Peller being paid by Wendy's to say '' Where's the beef '' ?,NUM
What was the date of CNN's first broadcast ?,NUM
When was Calypso music invented ?,NUM
How old is Bernadette Peters ?,NUM
What is Dick Clark's birthday ?,NUM
When did Hitler come to power in Germany ?,NUM
When did Gothic art and architecture flourish ?,NUM
What day of the week was July 13 ?,NUM
Approximately how many students are enrolled at the University of Massachusetts ?,NUM
How many American soldiers have died for their country to date ?,NUM
What year was the NAACP founded ?,NUM
In what year did Thatcher gain power ?,NUM
How hot does the inside of an active volcano get ?,NUM
What is the size of Argentina ?,NUM
What date is Richard Nixon's birthday ?,NUM
What percent of world's fresh water is found in Canada ?,NUM
CNN's first broadcast occurred on what date ?,NUM
How many grooves are on a dime ?,NUM
What number of American soldiers remain unaccounted from the Vietnam war ?,NUM
How many consecutive baseball games did Lou Gehrig play ?,NUM
How many different types of skunks are there ?,NUM
What year did Spielberg make '' Jaws '' ?,NUM
What's the percentage of children aged two through eleven who watch ' 'The Simpsons ' ?,NUM
How much money does each player get at the beginning of the game in Monopoly ?,NUM
What year was the ATM first introduced ?,NUM
What does 7847+5943 equal ?,NUM
What is Dick Clark's date of birth ?,NUM
How many equal sides are there on a scalene triangle ?,NUM
In which year was the cartoon character Chilly Willy created ?,NUM
How large is Missouri's population ?,NUM
When was the internal combustion engine developed ?,NUM
What time does Wee Willie Winkie run through the town ?,NUM
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,NUM
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,NUM
How many varieties of apple are there ?,NUM
What is the average life expectancy of a male in Ireland in 1996 ?,NUM
How many URL extensions are there ? and what are they ?,NUM
What is the chemical reactivity of helium ?,NUM
When do you plant winter wheat ?,NUM
How many counties are in Indiana ?,NUM
What is the exchange rate between England and the U.S. ?,NUM
What is the protection rate of using condoms ?,NUM
How many corners does a spritsail have ?,NUM
How far can you see ?,NUM
When did Nostradamus believe World War III would begin ?,NUM
When was London's Docklands Light Railway constructed ?,NUM
How long did the Charles Manson murder trial last ?,NUM
How long does it take for your blood to make one complete trip through the body ?,NUM
When do MORMONS believe Christ was born ?,NUM
In what year was actress Joan Collins born ?,NUM
What is average salary of restaurant manager in United States ?,NUM
How long do cardinal eggs incubate ?,NUM
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,NUM
How many films are made by the major studios in a year ?,NUM
How many small businesses are there in the U.S .,NUM
What age is Benny Carter ?,NUM
What day is known as the '' national day of prayer '' ?,NUM
What was Einstein's IQ ?,NUM
How many real fruit juices are there in a can of Hawaiian Punch ?,NUM
How much does a poodle weigh ?,NUM
How many points are there on a Backgammon board ?,NUM
How many frames does a disk camera shoot ?,NUM
When did Theo Rousseau paint the '' Forest of Fontaine '' ?,NUM
How many people have been Captain America ?,NUM
In what year was Gandhi assassinated ?,NUM
What is the time it takes a typist to type a screenplay that is 100 pages long ?,NUM
How many pairs of wings does a tsetse fly have ?,NUM
The film '' Jaws '' was made in what year ?,NUM
How long do hermit crabs live ?,NUM
What month were you born in if your birthstone is sardonyx ?,NUM
